职位名称,薪资范围,地点,工作经验,学历要求,岗位标签,公司名称,公司类型,公司规模,city
大数据研究员,9千-1.8万,成都-武侯,不限,本科,['经济研究'],锐仕方达人才科技集团有限公司,股份制企业 ,1000-9999人 ,成都
报告和分析经理,2.5万-3万,成都-武侯,5-10年,本科,['英语工作语言'],四川航空人力资源服务有限公司,民营 ,20-99人 ,成都
大数据研究员（应急）,1万-2万,成都-武侯,1-3年,硕士,"['数据分析', '测绘类专业']",成都佳伊聘科技有限公司,民营 ,20-99人 ,成都
大数据开发工程师,1.4万-2万,成都-武侯,5-10年,本科,"['Spark', 'Shell', 'Flink', 'FINEBI', 'FCBA', 'SQL', 'Hadoop', 'HIVE']",法本信息,上市公司 ,1000-9999人 ,成都
数据开发,2万-3万,成都-郫都,3-5年,本科,"['Hadoop', 'Spark']",智联猎头,其它 ,1000-9999人 ,成都
大数据开发工程师,1.4万-2.8万,成都-郫都,3-5年,本科,"['Hadoop', 'Hive', 'Spark', 'Flink', 'Java', 'Python', '数据平台']",外企德科,合资 ,1000-9999人 ,成都
技术岗无经验可进，不培训进来有人带,7千-1.3万,成都-青羊,不限,学历不限,['Stata'],求索网络技术, ,20-99人 ,成都
销售内勤（销售支持）,5千-6千,成都-武侯,1-3年,大专,"['同岗位经验', '数据整理']",深圳聚瑞云控科技有限公司四川分公司,民营 ,100-299人 ,成都
商品专员,5千-7千,成都-金牛,1-3年,大专,"['数据分析', '销售业务数据', '行业经验']",成都利名盛商贸有限公司,民营 ,100-299人 ,成都
销售内勤专员,4千-7千,成都-青白江,1-3年,大专,[],成都远恒汽车销售服务有限公司,民营 ,20-99人 ,成都
服装商品专员（大小休）,5千-7千,成都-成华,1-3年,大专,"['统计学', '销售业务数据', '数据分析']",鸿星尔克,民营 ,10000人以上 ,成都
bi工程师,8千-1.1万,成都-青羊,1-3年,本科,"['SQL', '报表开发', '数据挖掘', '数据可视化', 'Cognos', 'SSRS', '帆软']",好医生集团,民营 ,10000人以上 ,成都
帆软工程师,1万-1.5万,成都-双流,3-5年,本科,"['报表开发', '数据仓库', 'Flink']",云计划软件科技,股份制企业 ,100-299人 ,成都
Tableau高级开发人员,1.5万-1.6万,成都-武侯,5-10年,本科,"['报表开发', 'Java', 'Python', 'Tableau', 'SQL']",诚迈科技,上市公司 ,1000-9999人 ,成都
数字技术员,8千-9千,成都,3-5年,本科,['数据运维'],成都市新津环境投资集团有限公司,国企 ,100-299人 ,成都
统计师,6千-1万,成都-武侯,1-3年,本科,"['市场调查', '数据分析', '数据统计分析', '商务知识']",成都金量典市场调查有限责任公司,民营 ,100-299人 ,成都
项目督导,6千-9千,成都-武侯,1-3年,本科,"['数据分析', '团队出差', '项目管理']",朗帛(成都)信息技术服务有限公司,民营 ,20-99人 ,成都
销售运作控制专员-中粮可口可乐四川厂,6千-8千,成都,3-5年,本科,"['Python', 'SPSS', '商业数据分析', '运营数据分析', '销售数据分析']",中粮可口可乐饮料(四川)有限公司,合资 ,1000-9999人 ,成都
销售内控专员,5千-8千,成都-武侯,1-3年,大专,[],四川国经瑞丰供应链管理有限公司,国企 ,20-99人 ,成都
商品主管/买手,6千-8千,成都-武侯,1-3年,大专,"['商品买手', '货控', '数据分析', '流行趋势', '零售行业']",成都市滔搏商贸有限公司,上市公司 ,1000-9999人 ,成都
商品专员,5千-7千,成都-武侯,1-3年,大专,"['计算机专业', 'EXCL', '批发']",成都鑫锦辰商贸有限公司,民营 ,100-299人 ,成都
流向专员,5千-8千,成都-武侯,1-3年,本科,"['销售数据', '流向验证']",成都欣捷高新技术开发股份有限公司,股份制企业 ,300-499人 ,成都
技术岗不销售，入职购买五险一金+年终奖,7千-1.3万,成都-锦江,不限,学历不限,[],求索网络技术, ,20-99人 ,成都
调查员,4千-6千元/月,成都-武侯,不限,本科,"['市场研究', '用户调研', '企业调研']",成都云策数据科技有限公司,民营 ,100-299人 ,成都
不销售！不打电话！急招！,6千-1万,成都-青羊,不限,学历不限,"['软件测试', '硬件测试', 'web端测试', '移动端测试']",金创意网络技术,股份制企业 ,20人以下 ,成都
系统商品信息维护专员,4千-5千,成都-青羊,1-3年,大专,"['SQL', 'excel']",成都市康特恩科技有限公司,民营 ,1000-9999人 ,成都
NIKE商品/货控,6千-1万,成都-武侯,1-3年,大专,"['货品调拨', '数据分析', '买手', '货控']",成都市滔搏商贸有限公司,上市公司 ,1000-9999人 ,成都
文员,6千-8千,成都-武侯,1年以下,学历不限,"['技术面分析', '舆情分析', '基本面分析']",四川艾西亚科技有限公司,民营 ,20-99人 ,成都
sas程序员(J16659),8千-1.1万,成都-武侯,不限,硕士,"['临床数据分析', '临床试验', 'SAS编程', '医药科研', 'R语言']",石药集团,股份制企业 ,10000人以上 ,成都
SFE主管,1万-2万,成都-双流,3-5年,本科,['SFE'],四川汇宇海玥医药科技有限公司,上市公司 ,1000-9999人 ,成都
BI工程师（大型银行 稳定 双休 ）,1.2万-1.5万,成都-金牛,5-10年,本科,"['Python', 'Hive']",深圳市拓保软件有限公司,民营 ,1000-9999人 ,成都
市场调研员,4千-6千,成都-郫都,3-5年,大专,"['市场研究', '行业研究', '数据搜集', '数据统计', '英语']",成都奥利斯机电有限公司,民营 ,20-99人 ,成都
日内策略订单员,6千-9千,成都-武侯,3-5年,大专,['期货数据分析'],四川白头吟科技有限公司, ,20-99人 ,成都
商品主管,5千-8千,成都-新都,1-3年,大专,['批发/零售'],成都市瑜庆商贸有限公司,民营 ,20-99人 ,成都
研究助理,6千-8千,成都-青羊,1年以下,大专,"['经济研究', '证券研究', '期货研究']",成都富维贝创科技有限公司,外商独资 ,20-99人 ,成都
Clinical Data Analytic,6千-9千,成都-双流,无经验,本科,"['临床数据分析', '新药注册']",南京立顺康达医药科技有限公司,外商独资 ,500-999人 ,成都
商品主管,7千-1万,成都-武侯,1-3年,大专,"['商品分析', '数据分析', '配货、补货', '订货采买', '时尚潮流']",成都市滔搏商贸有限公司,上市公司 ,1000-9999人 ,成都
销售内勤,3千-4千,成都,1-3年,中专/中技,"['统计学', '销售业务数据', '中药相关经验']",成都中医大泰康医药科技有限责任公司,其它 ,20-99人 ,成都
项目经理（市场调研方向）,6千-8千,成都-金牛,1-3年,本科,"['市场研究', '用户分析', '市场信息收集', '全职', '聚类分析', '出差', '驾照']",成都松祥科技有限公司,民营 ,20-99人 ,成都
生物统计师,1.1万-1.2万,成都-锦江,不限,硕士,"['生物统计师', '应用统计学', '统计学']",斯丹姆,民营 ,1000-9999人 ,成都
研究助理,8千-1.1万,成都-锦江,1-3年,大专,"['股票市场', '基金市场', '期货市场', '投资分析', '基本面分析', '宏观经济分析', '行业分析', '技术面分析']",四川明峰诚云科技有限公司,民营 ,20-99人 ,成都
经济普查普查员,3千-6千元/月,成都-武侯,不限,大专,"['兼职', '实习', '用户调研', '市场研究']",上海数喆数据科技有限公司,民营 ,500-999人 ,成都
区块链工程师,8千-1.6万,成都-高新区,5-10年,本科,"['Hadoop', 'Linux', 'Python', '数据库开发', 'C++']",四川千正科技有限责任公司,股份制企业 ,100-299人 ,成都
Senior SAS Programmer（资深程序员）,1万-2万,成都-双流,3-5年,本科,"['SAS', 'SPSS', 'R语言', 'SQL', 'STATA', '数据挖掘', '药物研究']",诺为泰医药科技(上海)有限公司,外商独资 ,1000-9999人 ,成都
项目经理（调研普查方向、周末双休、待遇好）,6千-8千,成都-武侯,1-3年,本科,"['用户分析', '全职', '聚类分析', '企业调研']",成都松祥科技有限公司,民营 ,20-99人 ,成都
策略研究员,8千-1万,成都-成华,1-3年,大专,"['互联网金融研究', '基本面研究', '经济研究', '技术面研究']",英菲莱特(成都)科技有限公司,民营 ,20-99人 ,成都
高级报表开发,1.4万-1.8万,成都-武侯,5-10年,本科,"['SQL', '数据仓库', '报表开发', 'Java', '湖仓一体', 'Smartbi', 'Kettle', 'Flink']",成都和致联科技有限公司, ,20-99人 ,成都
项目经理（市场调研）,6千-8千,成都-成华,1-3年,本科,"['市场研究', '用户分析', '市场信息收集', '全职', '聚类分析', '出差', '驾照']",成都松祥科技有限公司,民营 ,20-99人 ,成都
大模型应用开发工程师,1万-2万,成都-武侯,3-5年,本科,"['LLM', '大模型', '大模型算法', '算法', '提示词工程', 'Python', 'LANGCHAIN', 'GPT', 'GLM', 'BAICHUAN', '向量数据库']",成都银领新科技有限公司,民营 ,20-99人 ,成都
产业专员,4千-7千,成都-双流,1-3年,大专,"['市场研究', '行业研究', '全职', '市场信息收集', '渠道合作']",成都都市现代农业产业技术研究院有限公司,其它 ,20-99人 ,成都
市场运营/市场研究,8千-1万,成都-成华,1-3年,本科,"['市场研究', '企业调研', '定性研究', '定量研究', '市场信息收集', '竞品分析', '全职', '专项工作', '统筹协调']",万物云空间科技服务股份有限公司,股份制企业 ,10000人以上 ,成都
医学助理彭州,4千-6千,成都-彭州,不限,大专,['医学'],成都第一制药有限公司,民营 ,500-999人 ,成都
金融工程实习生,150-200/天,成都,无经验,本科,"['金融', '期货数据分析', '证券数据分析']",成都正福金融工程应用研究院,民营 ,20-99人 ,成都
帆软报表开发-大屏可视化，熟悉FineBI，Finereport,1.3万-1.6万,成都-武侯,5-10年,本科,"['FineBI', '可视化', 'FineReport']",深圳市拓保软件有限公司,民营 ,1000-9999人 ,成都
初级研究员,8千-1万,成都-成华,1-3年,大专,['互联网金融研究'],英菲莱特(成都)科技有限公司,民营 ,20-99人 ,成都
SAS程序员（SAS Programmer）-成都,8千-1.6万,成都-武侯,1-3年,本科,"['临床试验', '临床数据分析']",百利药业,民营 ,1000-9999人 ,成都
T0高手,5千-1万,成都-武侯,3-5年,大专,['期货研究'],成都市美翔鑫优贸易有限公司,代表处 ,20人以下 ,成都
行业调研员,8千-1万,成都-成华,1-3年,大专,['互联网金融研究'],英菲莱特(成都)科技有限公司,民营 ,20-99人 ,成都
bi开发,1万-1.6万,成都-金牛,3-5年,本科,"['配合改造系统', '经营分析平台', '报表开发', '大数据平台', 'SMARTBI主系统']",北京捷科智诚科技有限公司,民营 ,1000-9999人 ,成都
宏观金融研究员,6千-8千,成都-锦江,1年以下,硕士,"['全职', '对公业务']",中粮期货有限公司成都营业部,国企 ,500-999人 ,成都
统计师-Intern,120-150/天,成都-锦江,无经验,硕士,['临床数据分析'],斯丹姆,民营 ,1000-9999人 ,成都
行业调研员,7千-9千,成都-武侯,1年以下,大专,"['技术面研究', '基本面研究', '调研']",四川艾西亚科技有限公司,民营 ,20-99人 ,成都
项目督导（信息采集督导）,4千-5千,成都-武侯,无经验,大专,"['数据统计分析', 'excel', 'PPT', '兼职']",成都金量典市场调查有限责任公司,民营 ,100-299人 ,成都
BI,1万-1.5万,成都-武侯,1-3年,硕士,"['数据可视化', 'excel', '报表开发']",重庆星拥月互联网科技有限公司, ,100-299人 ,成都
PowerBI开发工程师,1.4万-1.8万,成都-武侯,3-5年,本科,"['PowerBI', 'DAX函数', 'POWER QUERY']",慧博云通科技股份有限公司,上市公司 ,1000-9999人 ,成都
Power BI（英语读写OK）,1.2万-1.5万,成都-武侯,3-5年,本科,"['SQL', 'Power BI']",武汉佰钧成技术有限责任公司,民营 ,1000-9999人 ,成都
计划专员,8千-1.3万,成都-武侯,1-3年,本科,['酒水'],成都厚德云海科技有限公司,民营 ,20-99人 ,成都
大学生兼职（工资日结，简单轻松）,3千-5千,成都-龙泉驿,不限,学历不限,"['市场信息收集', '兼职']",郑州兴科电子技术有限公司,股份制企业 ,20-99人 ,成都
市场研究员,5千-8千,成都-武侯,1-3年,本科,"['用户调研', '市场研究', '定量研究']",成都睿真数据科技有限公司,民营 ,20-99人 ,成都
生物统计师G02902,1万-2万,成都-金牛,1-3年,硕士,"['临床前研究', '临床数据分析']",康弘药业,上市公司 ,1000-9999人 ,成都
sas programmer,7千-1.4万,成都-金牛,1-3年,本科,"['SAS', '流行病学', '医学', '生物统计学', 'SPSS', 'CRF设计', 'R语言', 'Python']",斯丹姆,民营 ,1000-9999人 ,成都
经济研究员,8千-1万,成都-武侯,1-3年,硕士,"['office', '普通话']",成都新智投资咨询有限公司,民营 ,20-99人 ,成都
数字化技术研究员（成都）,1.2万-1.8万,成都-锦江,3-5年,博士,['行业分析'],上海华讯网络系统有限公司,国企 ,1000-9999人 ,成都
市场调研员,4千-7千,成都-青羊,1-3年,本科,"['用户调研', '市场信息收集', '全职']",心宇鑫亮(成都)科技有限公司,民营 ,20人以下 ,成都
金融实习生,90-100/天,成都-武侯,无经验,本科,['金融数据整理'],利君股份,上市公司 ,500-999人 ,成都
生物统计师G02902,8千-1.3万,成都-金牛,不限,硕士,"['临床监查员', '临床协调', '临床前研究']",康弘药业,上市公司 ,1000-9999人 ,成都
霸王茶姬-系统搭建主管-成都(A167415),9千-1.4万,成都-锦江,3-5年,本科,"['Python', 'R语言', '运营数据分析', '销售数据分析', '数据建模']",四川茶姬企业管理有限公司, ,10000人以上 ,成都
power bi工程师（外企+不加班）,1万-1.5万,成都-武侯,3-5年,本科,"['Python', 'SQL', '报表开发', 'Power BI', 'DataX']",慧博云通科技股份有限公司,上市公司 ,1000-9999人 ,成都
BI-银行项目，营销中台项目经验优先，统招本科学信网可查,1万-1.3万,成都-金牛,3-5年,本科,"['银行', '综合积分权益中心']",深圳市拓保软件有限公司,民营 ,1000-9999人 ,成都
投资顾问助理底薪5000起,5千-1万,成都-武侯,不限,高中,"['团队管理', '财富管理']",成都汇阳投资顾问有限公司,股份制企业 ,100-299人 ,成都
成都tableau工程师,1.2万-2.3万,成都-武侯,5-10年,本科,['Tableau'],上海晨钦信息科技服务有限公司,上市公司 ,1000-9999人 ,成都
特检实验室医学支持专员,1万-2万,成都-武侯,5-10年,硕士,"['临床试验', '临床数据分析', '医药科研', '生物工程', '临床协调', '临床前研究', '临床监查员']",成都华西妇幼医学检验有限公司,国企 ,20-99人 ,成都
sas程序员,8千-1.2万,成都-温江,1-3年,本科,['临床数据分析'],海思科医药,民营 ,1000-9999人 ,成都
APP投资顾问,1万-2万,成都-金牛,不限,本科,"['股票市场', '技术面分析', '行业分析', '基本面分析', '量化分析']",四川大决策证券投资顾问有限公司,民营 ,300-499人 ,成都
巡查外勤岗-简阳,4千-6千,成都-简阳,不限,大专,['市场信息收集'],中智四川经济技术合作有限公司,国企 ,100-299人 ,成都
Research 市场调研助理,4千-5千,成都-武侯,不限,本科,"['市场研究', '行业研究', '市场信息收集']",普华永道商务服务(成都)有限公司,港澳台公司 ,500-999人 ,成都
招募长期调查员（经普调查员）,3.5千-5千元/月,成都-锦江,不限,初中及以下,"['市场研究', '企业调研', '商铺调查', '入户调查', '市场信息收集']",四川蜀情智数信息技术研究院,民营 ,20-99人 ,成都
量化研究员,8千-1万,成都-成华,1-3年,大专,['互联网金融研究'],英菲莱特(成都)科技有限公司,民营 ,20-99人 ,成都
工业品市场调研,7千-1.3万,成都-武侯,不限,本科,"['市场研究', '用户调研', '行业研究', '企业调研', '市场信息收集', '竞品分析', '渠道合作', '全职']",成都市凝彩数码科技有限公司,民营 ,20-99人 ,成都
成都powerBI工程师,1.3万-2.3万,成都-武侯,3-5年,本科,['Power BI'],上海晨钦信息科技服务有限公司,上市公司 ,1000-9999人 ,成都
高级品牌及市场主任（CRM）,1万-1.2万,成都-锦江,3-5年,本科,"['SQL', 'Power-BI', '营销活动效果分析', '用户深度研究']",九龙仓国金(成都)物业管理有限公司,外商独资 ,500-999人 ,成都
投顾顾问,6千-1.2万,成都-武侯,1-3年,本科,"['股票市场', '债券市场', '基本面分析', '宏观经济分析']",国金证券股份有限公司成都新都区马超西路证券营业部,民营 ,20-99人 ,成都
高级主任工程师（数字化）,1.8万-2.8万,成都-双流,3-5年,本科,"['数据结构算法', '核电行业', '工业领域软件开发']",成都核总核动力研究设计工程有限公司,国企 ,100-299人 ,成都
科技公司-全栈工程师,面议,成都-武侯,5-10年,本科,['智慧城市'],成都环境投资集团有限公司,国企 ,1000-9999人 ,成都
商品经理,6千-8千,成都,3-5年,大专,"['整体运营', '产品运营管理', '内容运营管理', '活动制定', '运营部门管理']",成都市瑜庆商贸有限公司,民营 ,20-99人 ,成都
